时间,水解pH,水解pH_change,水解VFA,水解VFA_change,水解TS,水解VS,水解氨氮,水解氨氮_change,水解COD,水解COD_change,发酵pH,发酵pH_change,发酵VFA,发酵VFA_change,发酵碱度,发酵碱度_change,发酵TS,发酵VS,发酵氨氮,发酵氨氮_change,发酵COD,发酵COD_change,进料量,产气量,产气量_change,产气量_提升,单位VS产气量,单位VS产甲烷量_change
2020.1.02,3.99,5.653103448275869,14400,14262.521739130434,0.0597,0.7832,336.6,543.4342105263158,76760,78710.52631578945,7.68,7.509736842105269,3120.0,3880.0,8800,10002.631578947345,0.0241,0.3839,1621.8,2559.999999999999,14448.0,11687.663043478264,34.272,1893.0,2684.138,791.137939453125,143.8775562,913.6438535070093
2020.1.03,3.94,3.98896551724138,15000,14578.8,0.0595,0.7626,399.4,436.2368421052632,73240,79792.10526315788,7.6,8.173421052631603,3300.0,2248.618947368421,9000,9523.6842105263,0.0236,0.4064,1722.5,1847.4999999999995,12867.5,13625.108695652178,34.272,1907.0,2224.157,317.156982421875,136.9170536,780.1368387988615
2020.1.04,3.86,3.813793103448276,14895,17741.58260869565,0.0624,0.7691,384.8,414.7973684210527,76760,77628.94736842104,7.68,8.045789473684232,3340.0,2885.877171052632,8800,8976.315789473678,0.0238,0.379,1690.0,2559.999999999999,12647.5,13625.108695652178,26.88,1851.0,2716.3623,865.3623046875,181.6928948,1148.5491768108745
2020.1.05,3.84,3.813793103448276,14520,12997.408695652171,0.0625,0.7707,382.4,350.4789473684211,70240,62486.842105263146,7.7,7.713947368421064,3480.0,2732.935197368421,8600,8976.315789473678,0.0236,0.3855,1713.5,2559.999999999999,13530.0,13967.01086956522,35.84,1925.0,3101.6387,1176.638671875,139.3279831,979.9781459873084
2020.1.06,3.87,3.901379310344828,13500,16002.052173913042,0.064,0.7787,391.0,1551.089473684211,75880,59242.10526315788,7.68,7.803289473684225,3000.0,3880.0,8900,9421.052631578934,0.0242,0.399,1653.0,1831.666666666666,12022.5,13739.076086956526,35.84,1956.0,2413.702,457.701904296875,136.7816864,737.0959901685073
2020.1.07,3.83,3.813793103448276,13200,17741.58260869565,0.0636,0.7739,394.6,414.7973684210527,78520,77628.94736842104,7.66,8.045789473684232,2760.0,2885.877171052632,8800,8976.315789473678,0.0236,0.3798,1740.0,2559.999999999999,12242.5,13625.108695652178,35.84,1933.0,3549.6548,1616.65478515625,142.0067188,1097.576299577296
2020.1.08,3.8,4.032758620689656,12225,12681.130434782608,0.0654,0.774,364.5,350.4789473684211,85200,46263.15789473683,7.65,7.675657894736853,3000.0,3242.7417763157896,8600,9386.842105263144,0.0238,0.4018,1445.0,2559.999999999999,13414.5,8154.67391304348,34.048,1885.0,2360.8848,475.884765625,137.7874985,747.176217120396
2020.1.09,3.82,3.813793103448276,12000,17741.58260869565,0.0663,0.7795,347.5,414.7973684210527,80000,77628.94736842104,7.64,8.045789473684232,3360.0,2885.877171052632,8600,8976.315789473678,0.0238,0.3921,1426.0,2559.999999999999,14300.0,13625.108695652178,33.04,1906.0,3339.9702,1433.97021484375,147.124844,1066.9190572165758
2020.1.10,3.84,3.77,11700,14262.521739130434,0.0661,0.7738,413.8,457.6763157894737,78800,57078.94736842104,7.68,8.05855263157897,3240.0,3370.1934210526315,8600,8771.052631578945,0.0245,0.401,1713.5,1894.9999999999995,14557.5,9864.184782608698,27.44,1765.0,1898.5806,133.58056640625,160.4043826,737.8588735471803
2020.1.11,3.87,4.032758620689656,11650,12681.130434782608,0.0638,0.774,360.8,350.4789473684211,77060,46263.15789473683,7.72,7.675657894736853,3000.0,3242.7417763157896,9000,9386.842105263144,0.0238,0.394,1678.5,2559.999999999999,11690.0,8154.67391304348,31.36,1810.0,2219.6846,409.6845703125,146.4894333,781.8296471521039
2020.1.12,3.9,3.813793103448276,11850,17741.58260869565,0.0636,0.7728,381.0,414.7973684210527,71760,77628.94736842104,7.68,8.045789473684232,3036.0,2885.877171052632,8960,8976.315789473678,0.0234,0.3837,1704.0,2559.999999999999,12095.0,13625.108695652178,30.688,1780.0,3044.9595,1264.95947265625,151.1679131,1101.1519884657062
2020.1.13,3.95,3.813793103448276,12345,17741.58260869565,0.061,0.7573,412.6,414.7973684210527,73820,77628.94736842104,7.69,8.045789473684232,2964.0,2885.877171052632,9000,8976.315789473678,0.0234,0.3806,1695.25,2559.999999999999,12280.0,13625.108695652178,28.672,1691.0,2827.9788,1136.978759765625,154.9590109,1164.6057463864183
2020.1.14,3.99,3.813793103448276,12555,17741.58260869565,0.0598,0.7572,423.4,414.7973684210527,71450,77628.94736842104,7.71,8.045789473684232,2880.0,2885.877171052632,8960,8976.315789473678,0.0235,0.3609,1695.25,2559.999999999999,11470.0,13625.108695652178,28.672,1714.0,2821.6248,1107.624755859375,165.6402768,1185.4631130100865
2020.1.15,4.04,3.813793103448276,13200,17741.58260869565,0.06,0.7582,391.0,414.7973684210527,77640,77628.94736842104,7.79,8.045789473684232,2820.0,2885.877171052632,9000,8976.315789473678,0.0233,0.3731,1722.5,2559.999999999999,13235.0,13625.108695652178,27.664,1632.0,2714.8345,1082.83447265625,158.1174965,1176.6625032564766
2020.1.16,4.04,3.813793103448276,15250,17741.58260869565,0.0564,0.7431,441.6,414.7973684210527,70000,77628.94736842104,7.84,8.045789473684232,3024.0,2885.877171052632,9000,8976.315789473678,0.0232,0.3804,1653.0,2559.999999999999,11175.0,13625.108695652178,25.984,1595.0,2523.546,928.5458984375,161.3667944,1263.9718460525867
2020.1.17,4.01,3.813793103448276,16800,13313.686956521738,0.0517,0.7272,442.8,350.4789473684211,67120,63568.421052631566,7.87,8.05855263157897,2830.0,3625.096710526316,9000,9386.842105263144,0.0233,0.379,1722.5,1689.1666666666663,10697.5,8838.478260869568,25.312,1527.0,1763.1512,236.1512451171875,159.1744527,1010.5952631134284
2020.1.18,3.93,3.813793103448276,15945,17741.58260869565,0.0554,0.7396,454.8,414.7973684210527,67341,77628.94736842104,7.86,8.045789473684232,2340.0,2885.877171052632,9164,8976.315789473678,0.0228,0.3622,1790.25,2559.999999999999,9775.0,13625.108695652178,23.296,1412.0,2225.4185,813.41845703125,167.3419761,1271.6928398149207
2020.1.19,3.91,3.813793103448276,16350,17741.58260869565,0.0585,0.7524,395.8,414.7973684210527,63520,77628.94736842104,7.95,8.045789473684232,2052.0,2885.877171052632,9350,8976.315789473678,0.023,0.3702,1576.25,2559.999999999999,10440.0,13625.108695652178,23.296,1386.0,2263.4612,877.461181640625,160.7109463,1204.0530034972305
2020.1.20,3.84,3.813793103448276,16275,17741.58260869565,0.0574,0.7455,387.63,414.7973684210527,83240,77628.94736842104,7.88,8.045789473684232,1920.0,2885.877171052632,9400,8976.315789473678,0.0231,0.3668,1658.0,2559.999999999999,13175.0,13625.108695652178,22.288,1344.0,2173.8755,829.87548828125,164.3988755,1243.2618049294217
2020.1.21,3.92,3.813793103448276,15450,17741.58260869565,0.0564,0.7514,498.4,414.7973684210527,69640,77628.94736842104,7.87,8.045789473684232,2400.0,2885.877171052632,9380,8976.315789473678,0.0228,0.3635,1731.5,2559.999999999999,10000.0,13625.108695652178,20.608,1258.0,1996.1393,738.1392822265625,167.9346758,1246.7037508131575
2020.1.22,3.91,3.813793103448276,14550,17741.58260869565,0.0591,0.7545,413.27,414.7973684210527,81253,77628.94736842104,7.91,8.045789473684232,1372.0,2885.877171052632,9300,8976.315789473678,0.0224,0.3607,1662.0,2559.999999999999,10408.0,13625.108695652178,19.6,1191.0,1876.9243,685.92431640625,168.4649463,1171.3927444666513
2020.1.23,3.93,3.813793103448276,14250,17741.58260869565,0.0571,0.7489,362.0,414.7973684210527,72760,77628.94736842104,7.89,8.045789473684232,1320.0,2885.877171052632,9400,8976.315789473678,0.0228,0.352,1695.32,2559.999999999999,10440.0,13625.108695652178,17.92,1107.0,1767.7565,660.7564697265625,175.4958908,1258.2966965575577
2020.1.24,4.0,3.813793103448276,13605,17741.58260869565,0.058,0.751,384.8,414.7973684210527,69520,77628.94736842104,7.82,8.045789473684232,1080.0,2885.877171052632,9600,8976.315789473678,0.0232,0.3587,1754.0,2559.999999999999,9750.0,13625.108695652178,17.92,1078.0,1801.0007,723.000732421875,167.7063005,1258.5385381407468
2020.1.25,4.08,3.813793103448276,13890,17741.58260869565,0.0557,0.7432,382.4,414.7973684210527,65880,77628.94736842104,7.95,8.045789473684232,840.0,2885.877171052632,9400,8976.315789473678,0.0226,0.3695,1673.0,2559.999999999999,9522.5,13625.108695652178,17.92,1065.0,1724.7166,659.716552734375,160.8411463,1268.1697662908362
2020.1.26,4.12,3.813793103448276,15270,13313.686956521738,0.0529,0.7286,376.4,350.4789473684211,60324,63568.421052631566,7.9,8.05855263157897,960.0,3625.096710526316,9380,9386.842105263144,0.0231,0.3609,1687.75,1689.1666666666663,9962.5,8838.478260869568,16.912,1024.0,1416.772,392.77197265625,167.771468,1185.5468287075757
2020.1.27,4.2,4.076551724137932,15750,16792.747826086954,0.0521,0.7266,372.8,757.8289473684213,72060,67894.73684210525,7.85,7.867105263157911,870.0,3676.0773684210526,9500,9592.10526315788,0.0218,0.3359,1760.24,1784.1666666666663,9667.5,12371.46739130435,15.232,952.0,1385.7561,433.756103515625,186.0672819,1310.8569997380748
2020.1.29,4.11,4.032758620689656,16550,13313.686956521738,0.0497,0.7058,357.0,371.9184210526316,6800,67894.73684210525,7.89,8.18618421052634,840.0,3242.7417763157896,9400,8702.631578947367,0.0219,0.3237,1568.5,1863.3333333333328,9190.0,7698.804347826089,13.44,829.0,1247.0768,418.0767822265625,190.5515836,1442.8276201715403
2020.1.30,4.07,4.032758620689656,17030,13313.686956521738,0.0518,0.728,456.0,371.9184210526316,71000,67894.73684210525,7.82,8.18618421052634,888.0,3242.7417763157896,9560,8702.631578947367,0.0219,0.3278,1740.35,1863.3333333333328,9780.0,7698.804347826089,13.44,909.0,1258.2039,349.203857421875,206.3268108,1354.0951100896343
2020.1.31,4.04,4.076551724137932,16200,16792.747826086954,0.0495,0.7133,499.6,757.8289473684213,63520,67894.73684210525,7.92,7.867105263157911,760.0,3676.0773684210526,9580,9592.10526315788,0.0221,0.3387,1790.25,1784.1666666666663,9447.5,12371.46739130435,13.44,857.0,1302.1718,445.1717529296875,188.2635989,1496.7530225339149
2020.02.01,4.52,3.901379310344828,8775,5406.730434782608,0.0433,0.6699,868.83,436.2368421052632,47940,70057.89473684209,7.86,8.09684210526318,816.0,3676.0773684210526,9760,9489.473684210512,0.022,0.3381,1740.0,1879.166666666666,8590.0,13055.271739130438,13.2,761.0,1230.7695,469.76953125,170.5161643,1753.3293236684942
2020.02.02,4.99,3.945172413793104,4395,16634.608695652172,0.0381,0.6184,1045.0,350.4789473684211,39710,67894.73684210525,7.85,7.943684210526334,720.0,2478.031907894737,9660,9592.10526315788,0.0216,0.321,1731.0,1815.8333333333328,7683.0,10320.05434782609,13.2,752.0,1114.9214,362.92138671875,177.4756915,1955.3946550149305
2020.02.03,4.88,3.945172413793104,5400,16634.608695652172,0.0391,0.6345,1045.0,350.4789473684211,45880,67894.73684210525,7.91,7.943684210526334,713.0,2478.031907894737,9600,9592.10526315788,0.0216,0.3208,1740.5,1815.8333333333328,8897.5,10320.05434782609,12.54,694.5,1098.2329,403.73291015625,172.6395733,1925.5158537572838
2020.02.04,5.27,3.901379310344828,3180,14262.521739130434,0.0361,0.5943,1109.2,329.0394736842106,32940,67894.73684210525,7.9,7.701184210526327,600.0,3880.0,9760,9489.473684210512,0.022,0.3133,1638.0,1879.166666666666,7975.0,12827.336956521742,12.1,567.0,1253.6298,686.6297607421875,149.5675204,2634.083611752952
2020.02.05,6.36,3.77,450,13313.686956521738,0.0304,0.5376,1378.0,414.7973684210527,29400,77628.94736842104,7.97,7.662894736842116,720.0,3242.7417763157896,9600,9592.10526315788,0.0218,0.3346,1740.34,1815.8333333333328,8602.0,12143.532608695656,9.24,449.0,990.6772,541.6771850585938,145.2273568,3578.375500934239
2020.02.06,6.23,3.901379310344828,473,14420.660869565218,0.0312,0.5438,1261.0,500.5552631578949,36100,70057.89473684209,7.91,7.739473684210539,580.0,3701.567697368421,9660,10036.842105263133,0.0214,0.3218,1769.24,1831.666666666666,9044.0,12485.434782608698,9.24,475.5,1073.7511,598.2510986328125,159.916218,3735.91010862324
2020.02.07,6.67,3.901379310344828,170,14420.660869565218,0.0295,0.514,1314.0,500.5552631578949,27060,70057.89473684209,7.95,7.739473684210539,584.0,3701.567697368421,9800,10036.842105263133,0.0216,0.3179,1760.25,1831.666666666666,8397.0,12485.434782608698,9.24,448.9,1058.0833,609.183251953125,152.8224318,4119.2798661982715
2020.02.08,6.84,3.77,103,13313.686956521738,0.0291,0.5205,1324.0,414.7973684210527,28840,77628.94736842104,8.03,7.662894736842116,660.0,3242.7417763157896,9460,9592.10526315788,0.0217,0.3468,1704.0,1815.8333333333328,8617.0,12143.532608695656,9.24,430.0,967.48517,537.4851684570312,134.189148,3770.658378998972
2020.02.09,6.7,3.901379310344828,134,14420.660869565218,0.029,0.5086,1400.3,500.5552631578949,32940,70057.89473684209,7.94,7.739473684210539,564.0,3701.567697368421,9640,10036.842105263133,0.0213,0.3214,1760.25,1831.666666666666,9000.0,12485.434782608698,10.12,407.0,1085.6302,678.6302490234375,125.1318958,3967.2140613422953
2020.02.10,6.95,3.77,107,13313.686956521738,0.0313,0.5265,1375.0,414.7973684210527,28124,77628.94736842104,7.97,7.662894736842116,720.0,3242.7417763157896,9800,9592.10526315788,0.0217,0.3397,1687.75,1815.8333333333328,9632.0,12143.532608695656,11.0,388.0,1045.5864,657.58642578125,103.8349346,3146.1766492535444
2020.02.11,7.17,3.945172413793104,107,16634.608695652172,0.0406,0.5083,1400.0,350.4789473684211,26400,67894.73684210525,8.01,7.943684210526334,583.0,2478.031907894737,9440,9592.10526315788,0.0221,0.3305,1713.43,1815.8333333333328,8417.5,10320.05434782609,12.65,367.9,1024.8495,656.9494873046875,87.99698624,2141.3220278462027
2020.02.12,7.38,3.901379310344828,107,14420.660869565218,0.0288,0.4849,1244.0,500.5552631578949,26700,70057.89473684209,8.04,7.739473684210539,500.0,3701.567697368421,9600,10036.842105263133,0.0211,0.3102,1864.0,1831.666666666666,8860.0,12485.434782608698,13.2,373.0,1175.8646,802.8646240234375,91.09469941,3479.343340672745
2020.02.13,7.42,4.164137931034484,107,13313.686956521738,0.0281,0.4669,1291.0,350.4789473684211,24300,77628.94736842104,7.93,8.109605263157917,480.0,3548.6257236842102,9760,10002.631578947345,0.0218,0.3272,1779.0,1704.9999999999995,8150.0,7584.836956521741,14.3,276.0,1194.7615,918.761474609375,58.9874673,3473.5499155385264
2020.02.14,7.46,4.164137931034484,107,13313.686956521738,0.0276,0.4508,1315.0,350.4789473684211,25200,77628.94736842104,7.96,8.109605263157917,500.0,3548.6257236842102,9760,10002.631578947345,0.0217,0.3457,1547.5,1704.9999999999995,9375.0,7584.836956521741,11.55,263.5,1068.1909,804.69091796875,65.99321034,4054.4548892349717
2020.02.16,7.55,3.901379310344828,107,14420.660869565218,0.028,0.4675,1180.0,500.5552631578949,21470,70057.89473684209,8.16,7.739473684210539,600.0,3701.567697368421,9800,10036.842105263133,0.0212,0.2929,1740.37,1831.666666666666,8382.43,12485.434782608698,15.4,240.0,1220.917,980.9169921875,53.20729117,3303.5762553518766
2020.02.17,7.42,3.901379310344828,107,14420.660869565218,0.0274,0.4585,1133.0,500.5552631578949,21760,70057.89473684209,8.17,7.739473684210539,660.0,3701.567697368421,9440,10036.842105263133,0.021,0.305,1740.5,1831.666666666666,8860.0,12485.434782608698,15.4,266.47,1222.4291,955.9590771484375,56.73195657,3446.4470712022317
2020.02.18,6.68,3.901379310344828,80,14420.660869565218,0.0289,0.4869,1170.0,500.5552631578949,3000,70057.89473684209,8.06,7.739473684210539,490.0,3701.567697368421,9600,10036.842105263133,0.0212,0.311,1638.0,1831.666666666666,8860.0,12485.434782608698,15.4,307.0,1251.3844,944.3843994140625,64.09988725,3149.857912462712
2020.02.19,6.71,3.901379310344828,30,14420.660869565218,0.0293,0.496,1128.2,500.5552631578949,28810,70057.89473684209,8.07,7.739473684210539,648.0,3701.567697368421,9440,10036.842105263133,0.021,0.3145,1678.0,1831.666666666666,8417.0,12485.434782608698,15.4,339.9,1258.9758,919.075830078125,70.17942312,3068.3573688283923
2020.02.20,6.12,3.98896551724138,300,17109.02608695652,0.0311,0.5358,1052.0,543.4342105263158,20301,36528.947368421046,8.12,7.752236842105276,600.0,3599.606381578947,9540,9728.947368421032,0.0233,0.3265,1669.73,1799.9999999999995,8050.0,11687.663043478264,15.4,346.13,1229.4407,883.310673828125,68.83912412,2613.2582068804086
2020.02.21,5.99,3.901379310344828,900,14420.660869565218,0.0327,0.5502,1127.0,500.5552631578949,21408,70057.89473684209,8.15,7.739473684210539,660.0,3701.567697368421,9400,10036.842105263133,0.0213,0.3033,1638.0,1831.666666666666,8897.5,12485.434782608698,15.4,351.5,1297.4666,945.966552734375,75.25445211,2554.263378117457
2020.02.22,5.96,3.98896551724138,900,17109.02608695652,0.0298,0.5158,1106.4,543.4342105263158,31180,36528.947368421046,8.03,7.752236842105276,598.0,3599.606381578947,9400,9728.947368421032,0.0234,0.3275,1722.5,1799.9999999999995,8856.74,11687.663043478264,15.4,394.0,1216.6676,822.6676025390625,78.12035293,2803.5750494950335
2020.02.23,5.83,4.164137931034484,1150,16318.330434782609,0.0313,0.3547,1624.0,371.9184210526316,32340,28957.8947368421,8.07,8.160657894736866,630.0,3497.6450657894734,9380,9352.631578947356,0.0231,0.3548,1638.0,1736.6666666666663,7572.3,12827.336956521742,15.4,425.49,1076.2032,650.7132470703125,77.87266285,3433.4175001707763
2020.02.24,5.66,4.120344827586208,1950,12206.71304347826,0.033,0.5716,1261.0,500.5552631578949,30580,54915.7894736842,8.09,8.033026315789494,720.0,3701.567697368421,9600,10207.894736842078,0.0243,0.353,1713.5,1831.666666666666,8560.0,8952.445652173916,15.4,439.0,1261.6115,822.6114501953125,80.75493911,2368.9577014861584
2020.02.25,5.75,3.857586206896552,1800,12048.573913043478,0.0325,0.571,1156.6,457.6763157894737,27060,67894.73684210525,8.04,7.713947368421064,800.0,3625.096710526316,9600,9899.999999999978,0.0227,0.3248,1731.5,1863.3333333333328,8970.0,11345.76086956522,15.4,465.0,1285.1764,820.1763916015625,92.96430171,2452.9071786705167
2020.02.26,5.66,4.032758620689656,2250,12681.130434782608,0.0337,0.5787,1214.5,329.0394736842106,28060,62486.842105263146,8.05,8.084078947368443,840.0,3727.058026315789,9400,8942.10526315789,0.0234,0.3594,1799.25,1847.4999999999995,9962.5,12143.532608695656,15.4,479.0,1284.5626,805.5626220703125,86.54395132,2332.973157764044
2020.02.27,5.49,4.120344827586208,2745,12206.71304347826,0.037,0.6198,1937.0,500.5552631578949,35880,54915.7894736842,7.98,8.033026315789494,846.0,3701.567697368421,9400,10207.894736842078,0.024,0.3443,1760.25,1831.666666666666,9775.0,8952.445652173916,15.4,503.0,1299.9672,796.9671630859375,94.86592408,2007.7837302301089
2020.02.28,5.79,3.98896551724138,1850,14578.8,0.0351,0.6034,1141.43,329.0394736842106,29836,67894.73684210525,7.94,8.09684210526318,943.0,3370.1934210526315,9630,8976.315789473678,0.0227,0.3673,1740.3,1847.4999999999995,9632.0,10206.086956521742,15.4,516.0,1274.0138,758.0137939453125,91.22377758,2130.588371103176
2020.02.29,6.63,3.945172413793104,75,13788.104347826087,0.0366,0.6072,1175.5,307.6,30147,77628.94736842104,8.0,7.879868421052648,960.0,3676.0773684210526,9000,9694.736842105243,0.0215,0.3536,1462.5,1784.1666666666663,9375.0,12485.434782608698,15.4,508.0,1338.1624,830.162353515625,93.28906388,2132.719814270395
2020.03.01,6.95,4.032758620689656,75,12681.130434782608,0.0334,0.5811,1145.0,329.0394736842106,31147,62486.842105263146,7.94,8.084078947368443,1030.0,3727.058026315789,9400,8942.10526315789,0.0233,0.3683,1779.0,1847.4999999999995,8834.0,12143.532608695656,15.4,552.0,1280.009,728.009033203125,97.32325779,2335.8961812194248
2020.03.02,7.11,3.98896551724138,75,14578.8,0.0324,0.5689,1168.0,329.0394736842106,31284,67894.73684210525,8.01,8.09684210526318,1200.0,3370.1934210526315,9100,8976.315789473678,0.0224,0.3542,1740.5,1847.4999999999995,8750.0,10206.086956521742,15.4,572.48,1265.4387,692.958720703125,104.9520778,2431.6329492914415
2020.03.03,7.07,4.076551724137932,75,13313.686956521738,0.0318,0.5613,1297.2,371.9184210526316,26476,63568.421052631566,8.14,7.854342105263174,960.0,3625.096710526316,9240,9934.210526315766,0.0228,0.3536,1722.5,1894.9999999999995,7537.5,9864.184782608698,15.4,593.5,1278.8284,685.328369140625,108.9902744,2537.6279211836295
2020.03.04,7.12,3.901379310344828,75,14420.660869565218,0.0308,0.5474,1408.2,500.5552631578949,21347,70057.89473684209,8.07,7.739473684210539,840.0,3701.567697368421,9460,10036.842105263133,0.0216,0.3168,1740.5,1831.666666666666,9000.0,12485.434782608698,15.4,596.5,1298.3387,701.8387451171875,122.2656762,2727.5351265085897
2020.03.05,7.14,3.857586206896552,75,14262.521739130434,0.0299,0.5282,1548.0,350.4789473684211,22940,67894.73684210525,8.14,8.250000000000027,852.0,3701.567697368421,9560,9386.842105263144,0.0224,0.3546,1645.5,1657.4999999999995,8162.5,10661.956521739134,15.4,570.51,1295.1077,724.597666015625,104.4729382,2904.518408024856
2020.03.06,7.58,3.77,75,13313.686956521738,0.0283,0.5024,1548.0,414.7973684210527,22940,77628.94736842104,8.13,7.662894736842116,840.0,3242.7417763157896,9560,9592.10526315788,0.0217,0.3436,1645.5,1815.8333333333328,8162.5,12143.532608695656,15.4,551.51,1195.6493,644.1392919921875,104.2268267,2978.5547616891067
2020.03.08,7.29,3.813793103448276,75,14578.8,0.0282,0.5198,1440.8,371.9184210526316,24700,54915.7894736842,8.16,7.726710526315802,600.0,3548.6257236842102,9570,9592.10526315788,0.017,0.3704,1740.5,1736.6666666666663,7682.0,8952.445652173916,15.4,466.03,1215.5631,749.5331103515625,81.70002244,2937.1760118773627
2020.03.09,7.29,3.901379310344828,75,10150.904347826086,0.0278,0.5047,1440.8,371.9184210526316,24700,54915.7894736842,8.18,7.713947368421064,480.0,3727.058026315789,9500,9557.894736842089,0.0223,0.3381,1740.5,1689.1666666666663,7682.0,10434.021739130438,15.4,458.0,1187.1467,729.146728515625,87.96290961,2996.844050630885
2020.03.10,6.78,3.77,46,13313.686956521738,0.0298,0.5296,1440.8,414.7973684210527,24700,77628.94736842104,8.24,7.662894736842116,530.0,3242.7417763157896,9460,9592.10526315788,0.0217,0.3493,1740.5,1815.8333333333328,7682.0,12143.532608695656,15.4,459.0,1207.6982,748.6982421875,85.32835616,2710.3915710986735
2020.03.11,6.69,3.901379310344828,75,10150.904347826086,0.0316,0.5607,1440.8,371.9184210526316,24700,54915.7894736842,8.15,7.713947368421064,540.0,3727.058026315789,9300,9557.894736842089,0.0222,0.3386,1740.5,1689.1666666666663,7682.0,10434.021739130438,15.4,505.0,1223.2838,718.2838134765625,96.84644947,2445.3860750909066
2020.03.12,6.4,3.945172413793104,300,13788.104347826087,0.0335,0.5933,1440.8,307.6,24700,77628.94736842104,8.2,7.879868421052648,600.0,3676.0773684210526,9100,9694.736842105243,0.0216,0.345,1740.5,1784.1666666666663,7682.0,12485.434782608698,15.4,505.0,1335.8676,830.8675537109375,95.04987766,2380.576217647019
2020.03.13,6.48,3.98896551724138,150,14578.8,0.0328,0.5801,1528.8,329.0394736842106,36180,67894.73684210525,8.08,8.09684210526318,720.0,3370.1934210526315,9400,8976.315789473678,0.0224,0.3634,1841.5,1847.4999999999995,8197.5,10206.086956521742,15.4,503.0,1264.0002,761.000244140625,89.87985047,2352.9261316443663
2020.03.14,7.04,4.120344827586208,150,17899.721739130433,0.0314,0.5575,1528.8,350.4789473684211,36180,28957.8947368421,8.1,7.867105263157911,600.0,3242.7417763157896,9410,10002.631578947345,0.0248,0.4266,1841.5,1799.9999999999995,8197.5,11345.76086956522,15.4,509.0,1107.2881,598.2880859375,77.47760912,2240.39168247409
2020.03.15,7.0,3.98896551724138,150,14578.8,0.0321,0.557,1528.8,329.0394736842106,36180,67894.73684210525,8.15,8.09684210526318,720.0,3370.1934210526315,9400,8976.315789473678,0.0221,0.3594,1841.5,1847.4999999999995,8197.5,10206.086956521742,15.4,501.0,1254.4669,753.4669189453125,90.51883008,2485.059720056459
2020.03.16,6.55,3.77,150,13313.686956521738,0.0324,0.5766,1528.8,414.7973684210527,36180,77628.94736842104,8.25,7.662894736842116,940.0,3242.7417763157896,9200,9592.10526315788,0.021,0.3394,1841.5,1815.8333333333328,8197.5,12143.532608695656,15.4,494.5,1244.0507,749.5506591796875,94.60927994,2358.610685895355
2020.03.17,6.64,3.945172413793104,150,13788.104347826087,0.035,0.6297,1528.8,307.6,36180,77628.94736842104,8.19,7.879868421052648,660.0,3676.0773684210526,9100,9694.736842105243,0.0214,0.334,1704.25,1784.1666666666663,6985.0,12485.434782608698,15.4,539.02,1363.7672,824.7472119140625,104.7943075,2191.675998142643
2020.03.18,6.66,3.857586206896552,300,16792.747826086954,0.0332,0.5849,1528.8,1143.739473684211,36180,80873.68421052629,8.18,8.211710526315816,720.0,3497.6450657894734,9200,8976.315789473678,0.0255,0.4357,1704.25,1784.1666666666663,6985.0,7926.739130434784,15.4,567.5,1242.9711,675.4710693359375,84.57803386,2267.1442820587617
2020.03.19,5.78,3.98896551724138,1515,14578.8,0.0344,0.6089,1432.2,329.0394736842106,32460,67894.73684210525,8.04,8.09684210526318,600.0,3370.1934210526315,9300,8976.315789473678,0.0229,0.3561,1831.0,1847.4999999999995,7940.0,10206.086956521742,15.4,591.5,1285.7965,694.2965087890625,107.8604069,2174.230931931222
2020.03.20,5.76,3.945172413793104,1630,13788.104347826087,0.0333,0.6155,1432.2,307.6,32460,77628.94736842104,8.17,7.879868421052648,750.0,3676.0773684210526,9440,9694.736842105243,0.0215,0.3483,1831.0,1784.1666666666663,7940.0,12485.434782608698,16.5,655.14,1391.555,736.4150537109375,113.9978597,2244.4127290923584
2020.03.21,5.6,3.901379310344828,2385,17425.304347826088,0.0347,0.6338,1432.2,393.3578947368421,32460,77628.94736842104,8.1,7.828815789473699,780.0,3701.567697368421,9590,10173.68421052629,0.0213,0.3588,1831.0,1689.1666666666663,7940.0,7584.836956521741,16.5,740.26,1395.5691,655.309091796875,125.0396946,2097.704229068054
2020.03.22,5.31,3.77,3600,16002.052173913042,0.0708,0.807,1432.2,393.3578947368421,32460,74384.21052631577,7.92,7.688421052631591,720.0,3880.0,9500,9592.10526315788,0.0219,0.3785,1831.0,2559.999999999999,7940.0,12257.500000000004,17.6,841.04,1990.1255,1149.08548828125,126.2519515,1079.4923448538873
2020.03.23,5.42,3.813793103448276,3450,16318.330434782609,0.0577,0.7653,1432.2,371.9184210526316,32460,72221.05263157893,7.94,7.943684210526334,1080.0,3242.7417763157896,9200,9386.842105263144,0.0216,0.342,1831.0,1799.9999999999995,7940.0,12029.565217391308,17.6,885.33,1480.1866,594.8566455078125,147.0843301,1038.8548042409402
2020.03.24,5.29,3.945172413793104,3225,13313.686956521738,0.0644,0.7963,1432.2,393.3578947368421,32460,30039.47368421052,8.06,7.816052631578962,960.0,3242.7417763157896,9000,9386.842105263144,0.0231,0.3862,1831.0,2559.999999999999,7940.0,12257.500000000004,15.4,1017.7,1562.4551,544.755078125,171.1144888,1079.15245031317
2020.03.25,4.81,4.032758620689656,4160,16318.330434782609,0.0624,0.775,1432.2,414.7973684210527,32460,65731.5789473684,7.83,7.688421052631591,948.0,2758.4255263157893,9420,9557.894736842089,0.0216,0.3524,1831.0,2559.999999999999,7940.0,12371.46739130435,19.8,1120.8,1679.6632,558.8632080078125,160.6301379,956.8179015554895
